,Date,ZoneID,mean,sum,count
356,20130223,3,123.5,988.0,8
357,20130223,4,117.0,351.0,3
358,20130223,5,,,0
359,20130223,6,116.05882352941177,1973.0,17
360,20171228,1,41.5,83.0,2
361,20171228,2,68.5,274.0,4
362,20171228,3,78.125,625.0,8
363,20171228,4,95.33333333333333,286.0,3
364,20171228,5,,,0
365,20171228,6,74.58823529411765,1268.0,17
366,20190830,1,0.0,0.0,2
367,20190830,2,0.0,0.0,4
368,20190830,3,0.0,0.0,8
369,20190830,4,0.0,0.0,3
370,20190830,5,,,0
371,20190830,6,0.0,0.0,17
372,20121209,1,0.0,0.0,2
373,20121209,2,0.0,0.0,4
374,20121209,3,0.0,0.0,8
375,20121209,4,0.0,0.0,3
376,20121209,5,,,0
377,20121209,6,0.0,0.0,17
378,20150201,1,126.0,252.0,2
379,20150201,2,59.5,238.0,4
380,20150201,3,96.625,773.0,8
381,20150201,4,98.66666666666667,296.0,3
382,20150201,5,,,0
383,20150201,6,91.70588235294117,1559.0,17
384,20130426,1,0.0,0.0,2
385,20130426,2,0.0,0.0,4
386,20130426,3,7.375,59.0,8
387,20130426,4,69.66666666666667,209.0,3
388,20130426,5,,,0
389,20130426,6,15.764705882352942,268.0,17
390,20150707,1,0.0,0.0,2
391,20150707,2,0.0,0.0,4
392,20150707,3,0.0,0.0,8
393,20150707,4,0.0,0.0,3
394,20150707,5,,,0
395,20150707,6,0.0,0.0,17
396,20190921,1,0.0,0.0,2
397,20190921,2,0.0,0.0,4
398,20190921,3,0.0,0.0,8
399,20190921,4,0.0,0.0,3
400,20190921,5,,,0
401,20190921,6,0.0,0.0,17
402,20130731,1,0.0,0.0,2
403,20130731,2,0.0,0.0,4
404,20130731,3,0.0,0.0,8
405,20130731,4,0.0,0.0,3
406,20130731,5,,,0
407,20130731,6,0.0,0.0,17
408,20150518,1,0.0,0.0,2
409,20150518,2,0.0,0.0,4
410,20150518,3,0.0,0.0,8
411,20150518,4,0.0,0.0,3
412,20150518,5,,,0
413,20150518,6,0.0,0.0,17
414,20160303,1,98.5,197.0,2
415,20160303,2,120.0,480.0,4
416,20160303,3,141.125,1129.0,8
417,20160303,4,124.66666666666667,374.0,3
418,20160303,5,,,0
419,20160303,6,128.23529411764707,2180.0,17
420,20120322,1,133.5,267.0,2
421,20120322,2,161.0,644.0,4
422,20120322,3,156.5,1252.0,8
423,20120322,4,177.66666666666666,533.0,3
424,20120322,5,,,0
425,20120322,6,158.58823529411765,2696.0,17
426,20101118,1,0.0,0.0,2
427,20101118,2,0.0,0.0,4
428,20101118,3,0.0,0.0,8
429,20101118,4,0.0,0.0,3
430,20101118,5,,,0
431,20101118,6,0.0,0.0,17
432,20110222,1,0.0,0.0,2
433,20110222,2,57.25,229.0,4
434,20110222,3,41.25,330.0,8
435,20110222,4,57.0,171.0,3
436,20110222,5,,,0
437,20110222,6,42.94117647058823,730.0,17
438,20161124,1,0.0,0.0,2
439,20161124,2,15.25,61.0,4
440,20161124,3,2.5,20.0,8
441,20161124,4,3.3333333333333335,10.0,3
442,20161124,5,,,0
443,20161124,6,5.352941176470588,91.0,17
444,20150316,1,0.0,0.0,2
445,20150316,2,0.0,0.0,4
446,20150316,3,0.0,0.0,8
447,20150316,4,0.0,0.0,3
448,20150316,5,,,0
449,20150316,6,0.0,0.0,17
450,20130307,1,153.5,307.0,2
451,20130307,2,159.25,637.0,4
452,20130307,3,166.875,1335.0,8
453,20130307,4,179.33333333333334,538.0,3
454,20130307,5,,,0
455,20130307,6,165.7058823529412,2817.0,17
456,20130329,1,0.0,0.0,2
457,20130329,2,0.0,0.0,4
458,20130329,3,0.0,0.0,8
459,20130329,4,0.0,0.0,3
460,20130329,5,,,0
461,20130329,6,0.0,0.0,17
462,20150527,1,0.0,0.0,2
463,20150527,2,0.0,0.0,4
464,20150527,3,0.0,0.0,8
465,20150527,4,0.0,0.0,3
466,20150527,5,,,0
467,20150527,6,0.0,0.0,17
468,20130709,1,0.0,0.0,2
469,20130709,2,0.0,0.0,4
470,20130709,3,0.0,0.0,8
471,20130709,4,0.0,0.0,3
472,20130709,5,,,0
473,20130709,6,0.0,0.0,17
474,20180202,1,96.0,192.0,2
475,20180202,2,108.5,434.0,4
476,20180202,3,106.5,852.0,8
477,20180202,4,103.66666666666667,311.0,3
478,20180202,5,,,0
479,20180202,6,105.23529411764706,1789.0,17
480,20121105,1,0.0,0.0,2
481,20121105,2,0.0,0.0,4
482,20121105,3,0.0,0.0,8
483,20121105,4,0.0,0.0,3
484,20121105,5,,,0
485,20121105,6,0.0,0.0,17
486,20141208,1,0.0,0.0,2
487,20141208,2,0.0,0.0,4
488,20141208,3,0.0,0.0,8
489,20141208,4,0.0,0.0,3
490,20141208,5,,,0
491,20141208,6,0.0,0.0,17
492,20180315,1,0.0,0.0,2
493,20180315,2,90.75,363.0,4
494,20180315,3,19.625,157.0,8
495,20180315,4,25.0,75.0,3
496,20180315,5,,,0
497,20180315,6,35.0,595.0,17
498,20120413,1,0.0,0.0,2
499,20120413,2,26.0,104.0,4
500,20120413,3,45.0,360.0,8
501,20120413,4,48.333333333333336,145.0,3
502,20120413,5,,,0
503,20120413,6,35.8235294117647,609.0,17
504,20160513,1,0.0,0.0,2
505,20160513,2,0.0,0.0,4
506,20160513,3,0.0,0.0,8
507,20160513,4,0.0,0.0,3
508,20160513,5,,,0
509,20160513,6,0.0,0.0,17
510,20190626,1,0.0,0.0,2
511,20190626,2,0.0,0.0,4
512,20190626,3,0.0,0.0,8
513,20190626,4,0.0,0.0,3
514,20190626,5,,,0
515,20190626,6,0.0,0.0,17
516,20140719,1,0.0,0.0,2
517,20140719,2,0.0,0.0,4
518,20140719,3,0.0,0.0,8
519,20140719,4,0.0,0.0,3
520,20140719,5,,,0
521,20140719,6,0.0,0.0,17
522,20100102,1,40.0,80.0,2
523,20100102,2,70.25,281.0,4
524,20100102,3,84.625,677.0,8
525,20100102,4,93.33333333333333,280.0,3
526,20100102,5,,,0
527,20100102,6,77.52941176470588,1318.0,17
528,20171021,1,0.0,0.0,2
529,20171021,2,0.0,0.0,4
530,20171021,3,0.0,0.0,8
531,20171021,4,0.0,0.0,3
532,20171021,5,,,0
533,20171021,6,0.0,0.0,17
534,20141229,1,0.0,0.0,2
535,20141229,2,0.0,0.0,4
536,20141229,3,6.125,49.0,8
537,20141229,4,47.333333333333336,142.0,3
538,20141229,5,,,0
539,20141229,6,11.235294117647058,191.0,17
540,20170608,1,0.0,0.0,2
541,20170608,2,0.0,0.0,4
542,20170608,3,0.0,0.0,8
543,20170608,4,0.0,0.0,3
544,20170608,5,,,0
545,20170608,6,0.0,0.0,17
546,20100129,1,1.0,2.0,2
547,20100129,2,0.0,0.0,4
548,20100129,3,0.25,2.0,8
549,20100129,4,0.0,0.0,3
550,20100129,5,,,0
551,20100129,6,0.23529411764705882,4.0,17
552,20160618,1,0.0,0.0,2
553,20160618,2,0.0,0.0,4
554,20160618,3,0.0,0.0,8
555,20160618,4,0.0,0.0,3
556,20160618,5,,,0
557,20160618,6,0.0,0.0,17
558,20150330,1,0.0,0.0,2
559,20150330,2,0.0,0.0,4
560,20150330,3,0.0,0.0,8
561,20150330,4,0.0,0.0,3
562,20150330,5,,,0
563,20150330,6,0.0,0.0,17
564,20131111,1,0.0,0.0,2
565,20131111,2,0.0,0.0,4
566,20131111,3,0.0,0.0,8
567,20131111,4,0.0,0.0,3
568,20131111,5,,,0
569,20131111,6,0.0,0.0,17
570,20170723,1,0.0,0.0,2
571,20170723,2,0.0,0.0,4
572,20170723,3,0.0,0.0,8
573,20170723,4,0.0,0.0,3
574,20170723,5,,,0
575,20170723,6,0.0,0.0,17
576,20190416,1,0.0,0.0,2
577,20190416,2,0.0,0.0,4
578,20190416,3,0.0,0.0,8
579,20190416,4,0.0,0.0,3
580,20190416,5,,,0
581,20190416,6,0.0,0.0,17
582,20120907,1,0.0,0.0,2
583,20120907,2,0.0,0.0,4
584,20120907,3,0.0,0.0,8
585,20120907,4,0.0,0.0,3
586,20120907,5,,,0
587,20120907,6,0.0,0.0,17
588,20180122,1,0.0,0.0,2
589,20180122,2,0.0,0.0,4
590,20180122,3,0.0,0.0,8
591,20180122,4,0.0,0.0,3
592,20180122,5,,,0
593,20180122,6,0.0,0.0,17
594,20130514,1,0.0,0.0,2
595,20130514,2,0.0,0.0,4
596,20130514,3,0.0,0.0,8
597,20130514,4,0.0,0.0,3
598,20130514,5,,,0
599,20130514,6,0.0,0.0,17
600,20100823,1,0.0,0.0,2
601,20100823,2,0.0,0.0,4
602,20100823,3,0.0,0.0,8
603,20100823,4,0.0,0.0,3
604,20100823,5,,,0
605,20100823,6,0.0,0.0,17
606,20170420,1,0.0,0.0,2
607,20170420,2,57.0,228.0,4
608,20170420,3,52.625,421.0,8
609,20170420,4,28.333333333333332,85.0,3
610,20170420,5,,,0
611,20170420,6,43.1764705882353,734.0,17
612,20151005,1,0.0,0.0,2
613,20151005,2,0.0,0.0,4
614,20151005,3,0.0,0.0,8
615,20151005,4,0.0,0.0,3
616,20151005,5,,,0
617,20151005,6,0.0,0.0,17
618,20170213,1,131.0,262.0,2
619,20170213,2,143.0,572.0,4
620,20170213,3,142.0,1136.0,8
621,20170213,4,142.66666666666666,428.0,3
622,20170213,5,,,0
623,20170213,6,141.05882352941177,2398.0,17
624,20121212,1,0.0,0.0,2
625,20121212,2,0.0,0.0,4
626,20121212,3,0.0,0.0,8
627,20121212,4,0.0,0.0,3
628,20121212,5,,,0
629,20121212,6,0.0,0.0,17
630,20140301,1,79.5,159.0,2
631,20140301,2,109.75,439.0,4
632,20140301,3,120.25,962.0,8
633,20140301,4,116.0,348.0,3
634,20140301,5,,,0
635,20140301,6,112.23529411764706,1908.0,17
636,20110502,1,0.0,0.0,2
637,20110502,2,0.0,0.0,4
638,20110502,3,2.875,23.0,8
639,20110502,4,0.0,0.0,3
640,20110502,5,,,0
641,20110502,6,1.3529411764705883,23.0,17
642,20170401,1,0.0,0.0,2
643,20170401,2,72.25,289.0,4
644,20170401,3,68.875,551.0,8
645,20170401,4,106.66666666666667,320.0,3
646,20170401,5,,,0
647,20170401,6,68.23529411764706,1160.0,17
648,20160224,1,0.0,0.0,2
649,20160224,2,0.0,0.0,4
650,20160224,3,0.0,0.0,8
651,20160224,4,0.0,0.0,3
652,20160224,5,,,0
653,20160224,6,0.0,0.0,17
654,20090909,1,0.0,0.0,2
655,20090909,2,0.0,0.0,4
656,20090909,3,0.0,0.0,8
657,20090909,4,0.0,0.0,3
658,20090909,5,,,0
659,20090909,6,0.0,0.0,17
660,20170201,1,121.0,242.0,2
661,20170201,2,135.0,540.0,4
662,20170201,3,135.25,1082.0,8
663,20170201,4,135.0,405.0,3
664,20170201,5,,,0
665,20170201,6,133.47058823529412,2269.0,17
666,20151116,1,0.0,0.0,2
667,20151116,2,0.0,0.0,4
668,20151116,3,0.0,0.0,8
669,20151116,4,0.0,0.0,3
670,20151116,5,,,0
671,20151116,6,0.0,0.0,17
672,20130721,1,0.0,0.0,2
673,20130721,2,0.0,0.0,4
674,20130721,3,0.0,0.0,8
675,20130721,4,0.0,0.0,3
676,20130721,5,,,0
677,20130721,6,0.0,0.0,17
678,20141105,1,0.0,0.0,2
679,20141105,2,0.0,0.0,4
680,20141105,3,0.0,0.0,8
681,20141105,4,0.0,0.0,3
682,20141105,5,,,0
683,20141105,6,0.0,0.0,17
684,20130210,1,112.0,224.0,2
685,20130210,2,134.25,537.0,4
686,20130210,3,131.375,1051.0,8
687,20130210,4,124.33333333333333,373.0,3
688,20130210,5,,,0
689,20130210,6,128.52941176470588,2185.0,17
690,20140629,1,0.0,0.0,2
691,20140629,2,0.0,0.0,4
692,20140629,3,0.0,0.0,8
693,20140629,4,0.0,0.0,3
694,20140629,5,,,0
695,20140629,6,0.0,0.0,17
696,20091008,1,0.0,0.0,2
697,20091008,2,0.0,0.0,4
698,20091008,3,0.0,0.0,8
699,20091008,4,0.0,0.0,3
700,20091008,5,,,0
701,20091008,6,0.0,0.0,17
702,20120123,1,100.0,200.0,2
703,20120123,2,134.0,536.0,4
704,20120123,3,127.25,1018.0,8
705,20120123,4,128.0,384.0,3
706,20120123,5,,,0
707,20120123,6,125.76470588235294,2138.0,17
708,20151001,1,0.0,0.0,2
709,20151001,2,0.0,0.0,4
710,20151001,3,0.0,0.0,8
711,20151001,4,0.0,0.0,3
712,20151001,5,,,0
713,20151001,6,0.0,0.0,17
714,20160822,1,0.0,0.0,2
715,20160822,2,0.0,0.0,4
716,20160822,3,0.0,0.0,8
717,20160822,4,0.0,0.0,3
718,20160822,5,,,0
719,20160822,6,0.0,0.0,17
720,20120424,1,0.0,0.0,2
721,20120424,2,0.0,0.0,4
722,20120424,3,0.0,0.0,8
723,20120424,4,0.0,0.0,3
724,20120424,5,,,0
725,20120424,6,0.0,0.0,17
726,20100617,1,0.0,0.0,2
727,20100617,2,0.0,0.0,4
728,20100617,3,0.0,0.0,8
729,20100617,4,0.0,0.0,3
730,20100617,5,,,0
731,20100617,6,0.0,0.0,17
732,20090814,1,0.0,0.0,2
733,20090814,2,0.0,0.0,4
734,20090814,3,0.0,0.0,8
735,20090814,4,0.0,0.0,3
736,20090814,5,,,0
737,20090814,6,0.0,0.0,17
738,20100402,1,0.0,0.0,2
739,20100402,2,83.25,333.0,4
740,20100402,3,46.875,375.0,8
741,20100402,4,120.0,360.0,3
742,20100402,5,,,0
743,20100402,6,62.8235294117647,1068.0,17
744,20121021,1,0.0,0.0,2
745,20121021,2,0.0,0.0,4
746,20121021,3,0.0,0.0,8
747,20121021,4,0.0,0.0,3
748,20121021,5,,,0
749,20121021,6,0.0,0.0,17
750,20141117,1,0.0,0.0,2
751,20141117,2,0.0,0.0,4
752,20141117,3,0.0,0.0,8
753,20141117,4,0.0,0.0,3
754,20141117,5,,,0
755,20141117,6,0.0,0.0,17
756,20190504,1,0.0,0.0,2
757,20190504,2,0.0,0.0,4
758,20190504,3,0.0,0.0,8
759,20190504,4,0.0,0.0,3
760,20190504,5,,,0
761,20190504,6,0.0,0.0,17
762,20091002,1,0.0,0.0,2
763,20091002,2,0.0,0.0,4
764,20091002,3,0.0,0.0,8
765,20091002,4,0.0,0.0,3
766,20091002,5,,,0
767,20091002,6,0.0,0.0,17
768,20120511,1,0.0,0.0,2
769,20120511,2,0.0,0.0,4
770,20120511,3,0.0,0.0,8
771,20120511,4,0.0,0.0,3
772,20120511,5,,,0
773,20120511,6,0.0,0.0,17
774,20151118,1,0.0,0.0,2
775,20151118,2,0.0,0.0,4
776,20151118,3,0.0,0.0,8
777,20151118,4,0.0,0.0,3
778,20151118,5,,,0
779,20151118,6,0.0,0.0,17
780,20150214,1,0.0,0.0,2
781,20150214,2,0.0,0.0,4
782,20150214,3,0.0,0.0,8
783,20150214,4,0.0,0.0,3
784,20150214,5,,,0
785,20150214,6,0.0,0.0,17
786,20190517,1,0.0,0.0,2
787,20190517,2,0.0,0.0,4
788,20190517,3,0.0,0.0,8
789,20190517,4,0.0,0.0,3
790,20190517,5,,,0
791,20190517,6,0.0,0.0,17
792,20190311,1,131.0,262.0,2
793,20190311,2,141.5,566.0,4
794,20190311,3,135.125,1081.0,8
795,20190311,4,137.33333333333334,412.0,3
796,20190311,5,,,0
797,20190311,6,136.52941176470588,2321.0,17
798,20130714,1,0.0,0.0,2
799,20130714,2,0.0,0.0,4
800,20130714,3,0.0,0.0,8
801,20130714,4,0.0,0.0,3
