Day,2014,2015,2016,2017,2018
,0.0,0.02040816326530612,0.4489795918367347,0.04081632653061224,
,0.0,0.02040816326530612,0.40816326530612246,0.1836734693877551,
,0.16326530612244897,0.02040816326530612,0.2857142857142857,0.32653061224489793,
06-03,0.20408163265306123,0.0,0.2653061224489796,0.5306122448979592,
,0.02040816326530612,0.0,0.20408163265306123,0.3877551020408163,
,0.061224489795918366,0.02040816326530612,0.20408163265306123,0.3469387755102041,
,0.061224489795918366,0.0,0.16326530612244897,0.2857142857142857,
02-14,0.04081632653061224,0.061224489795918366,0.12244897959183673,0.0,
,0.0,0.0,0.10204081632653061,0.14285714285714285,
,0.0,0.0,0.08163265306122448,0.3877551020408163,
,0.0,0.32653061224489793,0.0,0.30612244897959184,
11-19,0.0,0.46938775510204084,0.0,0.30612244897959184,
,0.0,0.24489795918367346,0.0,0.2857142857142857,
,0.0,0.673469387755102,0.12244897959183673,0.30612244897959184,
,0.0,0.8571428571428571,0.1836734693877551,0.22448979591836735,
11-29,0.0,0.8571428571428571,0.3469387755102041,0.0,
,0.0,0.6938775510204082,0.7142857142857143,0.24489795918367346,
,0.02040816326530612,0.6938775510204082,0.32653061224489793,0.30612244897959184,
,0.0,0.6326530612244898,0.7142857142857143,0.3673469387755102,
01-02,0.0,0.5102040816326531,0.6938775510204082,0.2653061224489796,
,0.10204081632653061,0.5714285714285714,0.02040816326530612,0.16326530612244897,
,0.12244897959183673,0.46938775510204084,0.7346938775510204,0.22448979591836735,
,0.04081632653061224,0.4489795918367347,0.7142857142857143,0.2857142857142857,
12-13,0.20408163265306123,0.4489795918367347,0.0,0.14285714285714285,
,0.10204081632653061,0.3469387755102041,0.0,0.10204081632653061,
,0.10204081632653061,0.5510204081632653,1.0,0.1836734693877551,
,0.10204081632653061,0.4897959183673469,0.9387755102040817,0.04081632653061224,
07-05,0.14285714285714285,0.3877551020408163,0.6938775510204082,0.02040816326530612,
,0.0,0.3877551020408163,0.7551020408163265,0.02040816326530612,
,0.061224489795918366,0.40816326530612246,0.0,0.02040816326530612,
,0.10204081632653061,0.3469387755102041,1.0,0.14285714285714285,
04-26,0.0,0.42857142857142855,1.0,0.02040816326530612,
,0.6938775510204082,0.40816326530612246,0.9183673469387755,0.0,
,0.0,0.42857142857142855,0.3673469387755102,0.0,
,0.30612244897959184,0.3673469387755102,0.0,0.16326530612244897,
12-07,0.24489795918367346,0.32653061224489793,0.0,0.14285714285714285,
,0.0,0.3673469387755102,0.5306122448979592,0.20408163265306123,
,0.0,0.3673469387755102,0.0,0.14285714285714285,
,0.0,0.061224489795918366,0.24489795918367346,0.12244897959183673,
05-30,0.0,0.22448979591836735,0.46938775510204084,0.061224489795918366,
,0.0,0.2653061224489796,0.5510204081632653,0.02040816326530612,
,,,0.7551020408163265,,
